artist,date,venue,city,region,country,performers
Adam Melchor,2021-05-08T19:00:00-0400,Salvage Station,Asheville,NC,US,"['Adam Melchor', 'flipturn']"
Adam Melchor,2021-05-07T19:00:00-0400,Quest Brewing Co.,Greenville,SC,US,"['Adam Melchor', 'flipturn']"
Adam Melchor,2021-05-06T19:00:00-0500,Yee-Haw Brewing Co. - Nashville,Nashville,TN,US,"['Adam Melchor', 'flipturn']"
Adam Melchor,2021-05-05T19:00:00-0500,Yee-Haw Brewing Co. - Nashville,Nashville,TN,US,"['Adam Melchor', 'flipturn']"
Adam Melchor,2021-05-02T19:30:00-0400,Charleston Pour House - Main Stage,Charleston,SC,US,"['Adam Melchor', 'flipturn']"
Adam Melchor,2021-04-30T19:00:00-0400,Lenny Boy Brewing Co.,Charlotte,NC,US,"['Adam Melchor', 'flipturn', 'Arson Daily']"
Adam Melchor,2021-04-29T19:00:00-0400,Park Tavern in Piedmont Park,Atlanta,GA,US,"['Adam Melchor', 'flipturn', 'Arson Daily']"
Adam Melchor,2020-09-25T19:00:00-0500,The Adler Lot,Chicago,IL,US,"['Mt. Joy', 'Adam Melchor']"
Adam Melchor,2020-08-25T19:30:00-0400,Citizens Bank Park,Philadelphia,PA,US,"['Mt. Joy', 'Adam Melchor', 'Live In Drive In Concert Series']"
Adam Melchor,2020-02-28T20:00:00-0800,Troubadour,West Hollywood,CA,US,"['Adam Melchor', 'Amy Allen']"
Adam Melchor,2019-12-16T20:00:00-0600,Austin City Limits Live at The Moody Theater,Austin,TX,US,"['KALEO', 'Devon Gilfillian', 'Adam Melchor']"
Adam Melchor,2019-12-02T19:00:00-0500,Chelsea Music Hall,New York (NYC),NY,US,"['Adam Melchor', 'Jack Larsen', 'Shane Garcia', ""Let's Talk Sauce""]"
Adam Melchor,2019-11-05T19:00:00-0800,Showbox at the Market,Seattle,WA,US,"['Mt. Joy', 'Ages and Ages', 'Adam Melchor']"
Adam Melchor,2019-10-29T20:00:00-0400,White Eagle Hall,Jersey City,NJ,US,"['Mt. Joy', 'Adam Melchor']"
Adam Melchor,2019-10-11T20:00:00-0700,Hollywood Palladium,Hollywood,CA,US,"['Dodie', 'Adam Melchor']"
Adam Melchor,2019-10-09T19:00:00-0700,House of Blues San Diego,San Diego,CA,US,"['Dodie', 'Adam Melchor']"
Adam Melchor,2019-10-06T20:00:00-0700,Fox Theater,Oakland,CA,US,"['Dodie', 'Adam Melchor']"
Adam Melchor,2019-10-04T21:00:00-0700,Roseland Theater,Portland,OR,US,"['Dodie', 'Adam Melchor']"
Adam Melchor,2019-10-02T19:00:00-0700,Showbox SoDo,Seattle,WA,US,"['Dodie', 'Adam Melchor']"
Adam Melchor,2019-09-28T19:00:00-0600,Gothic Theatre,Englewood,CO,US,"['Dodie', 'Adam Melchor']"
Adam Melchor,2019-09-27T19:00:00-0600,Gothic Theatre,Englewood,CO,US,"['Dodie', 'Adam Melchor']"
Adam Melchor,2019-09-24T19:00:00-0500,Granada Theater - TX,Dallas,TX,US,"['Dodie', 'Adam Melchor']"
Adam Melchor,2019-09-17T19:30:00-0500,Riviera Theatre,Chicago,IL,US,"['Dodie', 'Adam Melchor']"
Adam Melchor,2019-09-14T19:00:00-0400,Majestic Theatre,Detroit,MI,US,"['Dodie', 'Adam Melchor']"
Adam Melchor,2019-09-06T20:00:00-0400,9:30 CLUB,Washington,DC,US,"['Dodie', 'Adam Melchor']"
Adam Melchor,2019-09-05T19:00:00-0400,9:30 CLUB,Washington,DC,US,"['Dodie', 'Adam Melchor']"
Adam Melchor,2019-07-23T20:00:00-0700,The Greek Theatre,Los Angeles (LA),CA,US,"['Rodrigo y Gabriela', 'Adam Melchor']"
Adam Melchor,2019-07-16T18:30:00-0700,McMenamin's Historic Edgefield Manor,Troutdale,OR,US,"['Rodrigo y Gabriela', 'Adam Melchor']"
Adam Melchor,2019-07-14T19:00:00-0700,Vogue Theatre,Vancouver,BC,Canada,"['Rodrigo y Gabriela', 'Adam Melchor']"
Adam Melchor,2019-07-10T20:00:00-0500,Fargo Theatre,Fargo,ND,US,"['Rodrigo y Gabriela', 'Adam Melchor']"
Adam Melchor,2019-06-11T18:30:00-0500,Vaudeville Mews,Des Moines,IA,US,"['J.S. Ondara', 'Adam Melchor']"
Adam Melchor,2019-06-08T20:00:00-0500,Sons of Hermann Hall,Dallas,TX,US,"['J.S. Ondara', 'Adam Melchor']"
Adam Melchor,2019-06-07T21:00:00-0500,Antone's,Austin,TX,US,"['J.S. Ondara', 'Adam Melchor']"
Adam Melchor,2019-06-05T20:00:00-0500,Saturn,Birmingham,AL,US,"['J.S. Ondara', 'Adam Melchor']"
Adam Melchor,2019-05-31T19:30:00-0400,The Evening Muse,Charlotte,NC,US,"['J.S. Ondara', 'Adam Melchor']"
Adam Melchor,2019-05-29T19:00:00-0400,The Basement,Columbus,OH,US,"['J.S. Ondara', 'Christian Lee Hutson', 'Adam Melchor']"
Adam Melchor,2019-05-22T19:00:00-0700,SLO Brew Rock,San Luis Obispo,CA,US,"['Yoke Lore', 'Adam Melchor']"
Adam Melchor,2019-05-21T21:30:00-0700,The Moroccan Lounge,Los Angeles (LA),CA,US,"['Adam Melchor', 'Joshua Speers']"
Adam Melchor,2019-05-09T21:00:00-0500,Hideout,Chicago,IL,US,['Adam Melchor']
Adam Melchor,2019-05-06T21:00:00-0400,Baby's All Right - Brooklyn,Brooklyn,NY,US,"['Adam Melchor', 'Nick Cianci']"
Adam Melchor,2019-03-11T19:00:00-0500,Empire Control Room & Garage,Austin,TX,US,"['The Black Angels', 'Moving Panoramas', 'Sego', 'Adam Melchor', 'Dan the Automator', 'Taylor McFerrin', 'DJ Mel', 'Nick Nack', 'DJ Protege', 'Bavu Blakes', 'The Bright Light Social Hour', 'Black Pistol Fire']"
Adam Melchor,2019-01-21,Bardot,Hollywood,CA,US,"['Liv Slingerland', 'Adam Melchor', 'Loud Forest']"
Adam Melchor,2018-12-04T19:00:00-0500,Rockwood Music Hall Stage 2,New York (NYC),NY,US,"['Communion Music', 'Didirri', 'Mandala', 'Julian Lamadrid', 'Adam Melchor', 'David King', 'Alex Mali']"
Adam Melchor,2018-10-11T20:00:00-0500,Antone's,Austin,TX,US,"['Mt. Joy', 'Adam Melchor', 'Duncan Fellows']"
Adam Melchor,2018-10-10T19:30:00-0500,"Bronze Peacock Room, House of Blues",Houston,TX,US,"['Mt. Joy', 'Duncan Fellows', 'Adam Melchor']"
Adam Melchor,2018-10-03,Washington,Washington,DC,US,['Adam Melchor']
Adam Melchor,2018-09-30T18:00:00-0400,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2018-09-13T19:00:00-0400,The Parlour @ Fox & Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2018-09-08T20:00:00-0400,Berlin Under A,New York (NYC),NY,US,"['Oliver Hazard', 'All My Sons', 'Adam Melchor']"
Adam Melchor,2018-08-18T20:00:00-0700,Troubadour,West Hollywood,CA,US,"['Mt. Joy', 'Adam Melchor']"
Adam Melchor,2018-08-17T21:00:00-0700,The Independent,San Francisco,CA,US,"['Mt. Joy', 'Adam Melchor']"
Adam Melchor,2018-06-15T21:00:00-0400,The Parlour @ Fox & Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2018-06-10T18:00:00-0400,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2018-06-03,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2018-06-02T19:00:00-0400,On the Deck,Atlantic Highlands,NJ,US,['Adam Melchor']
Adam Melchor,2018-01-04T18:30:00-0500,Mercury Lounge,New York (NYC),NY,US,['Adam Melchor']
Adam Melchor,2017-12-30,Horseneck Tavern,Caldwell,NJ,US,['Adam Melchor']
Adam Melchor,2017-12-26T20:00:00-0500,The Downtown,Red Bank,NJ,US,['Adam Melchor']
Adam Melchor,2017-12-17,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2017-12-16T12:00:00-0500,House of 'Que,Hoboken,NJ,US,['Adam Melchor']
Adam Melchor,2017-12-16T19:00:00-0500,On the Deck,Atlantic Highlands,NJ,US,['Adam Melchor']
Adam Melchor,2017-12-15,Stone Bar Inn,Stroudsburg,PA,US,['Adam Melchor']
Adam Melchor,2017-12-03,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2017-12-01T17:30:00-0500,Oh'brian's on the Green,Clark,NJ,US,['Adam Melchor']
Adam Melchor,2017-11-26,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2017-11-25T12:00:00-0500,House of 'Que,Hoboken,NJ,US,['Adam Melchor']
Adam Melchor,2017-11-24,Stone Bar Inn,Stroudsburg,PA,US,['Adam Melchor']
Adam Melchor,2017-11-21T20:00:00-0500,The Downtown,Red Bank,NJ,US,['Adam Melchor']
Adam Melchor,2017-11-19,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2017-11-18,Horseneck Tavern,Caldwell,NJ,US,['Adam Melchor']
Adam Melchor,2017-11-14T20:00:00-0500,C'mon Everybody,Brooklyn,NY,US,"['AMYRA', 'Adam Melchor', 'Tiger + Man']"
Adam Melchor,2017-11-12,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2017-11-05,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2017-10-29T18:00:00-0400,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2017-10-28T12:00:00-0400,House of 'Que,Hoboken,NJ,US,['Adam Melchor']
Adam Melchor,2017-10-28T19:00:00-0400,Horseneck Tavern,Caldwell,NJ,US,['Adam Melchor']
Adam Melchor,2017-10-27T17:30:00-0400,Oh'brian's on the Green,Clark,NJ,US,['Adam Melchor']
Adam Melchor,2017-10-22T16:00:00-0400,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2017-10-20T19:00:00-0400,Stone Bar Inn,Stroudsburg,PA,US,['Adam Melchor']
Adam Melchor,2017-10-15T18:00:00-0400,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2017-10-14T19:00:00-0400,Caveat,New York (NYC),NY,US,['Adam Melchor']
Adam Melchor,2017-10-10T20:00:00-0400,Downtown Cafe,Red Bank,NJ,US,['Adam Melchor']
Adam Melchor,2017-10-06T19:00:00-0400,Adelphia Music Hall,Marietta,OH,US,"['Adam Melchor', 'Trent Harmon', 'Anthony Mossburg']"
Adam Melchor,2017-09-30,Sofar Sounds - New York,New York (NYC),NY,US,['Adam Melchor']
Adam Melchor,2017-09-24T18:00:00-0400,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2017-09-22,Hoboken Oktoberfest 2017,Hoboken,NJ,US,['Adam Melchor']
Adam Melchor,2017-09-20T18:30:00-0400,Manhattan,Manhattan,NY,US,"['Adam Melchor', 'Benjamin Scheuer']"
Adam Melchor,2017-09-17T18:00:00-0400,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2017-07-26T19:30:00-0400,Zack's,Hoboken,NJ,US,['Adam Melchor']
Adam Melchor,2017-07-23T17:00:00-0400,Fox and Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2017-07-18T19:00:00-0400,Fox and Crow,Jersey City,NJ,US,"['Adam Melchor', 'Dylan Dunlap']"
Adam Melchor,2017-07-14T19:30:00-0400,Mercury Lounge,New York (NYC),NY,US,"['Cape Francis', 'Adam Melchor']"
Adam Melchor,2017-07-07T21:00:00-0400,Maxwell's,Hoboken,NJ,US,"['Rob Jennings', 'Yankee Longstraw', 'Adam Melchor']"
Adam Melchor,2017-04-29T19:00:00-0400,"Postcrypt Coffeehouse, Columbia University",New York (NYC),NY,US,['Adam Melchor']
Adam Melchor,2017-04-10T19:00:00-0400,Mercury Lounge,New York (NYC),NY,US,"['Adam Melchor', 'Tiger + Man', 'Fire is Motion']"
Adam Melchor,2017-03-04T22:00:00-0500,The Parlour @ Fox & Crow,Jersey City,NJ,US,['Adam Melchor']
Adam Melchor,2017-01-23T19:00:00-0500,Mercury Lounge,New York (NYC),NY,US,"['King Stork', 'makoor', 'Adam Melchor']"
Adam Melchor,2016-11-29T20:00:00-0500,C'mon Everybody,Brooklyn,NY,US,"['AMYRA', 'Adam Melchor']"
Adam Melchor,2016-03-31T20:00:00-0400,Bowery Electric,New York (NYC),NY,US,"['Noy Markel', 'Adam Melchor']"
Adam Melchor,2016-01-12T19:30:00-0500,Bowery Electric,New York (NYC),NY,US,['Adam Melchor']
Adam Melchor,2015-10-28T20:00:00-0400,Pete's Candy Store,Brooklyn,NY,US,['Adam Melchor']
Adam Melchor,2015-10-22T20:30:00-0400,Mtk Tavern,Mount Kisco,NY,US,"['Paul Pfau', 'JD Eicher', 'Adam Melchor']"
Adam Melchor,2015-10-06T18:00:00-0400,Rockwood Music Hall,New York (NYC),NY,US,['Adam Melchor']
Adam Melchor,2015-03-31T18:00:00-0400,"Map Room, The Bowery Electric",New York (NYC),NY,US,"['Emerson Young & The Civilians', 'Janet LaBelle', 'Liv Lombardi', 'Adam Melchor']"
Adam Melchor,2015-03-27T22:00:00-0400,Rockwood Music Hall Stage 3,New York (NYC),NY,US,['Adam Melchor']
Adam Melchor,2015-01-02T22:00:00-0500,Rockwood Music Hall Stage 3,New York (NYC),NY,US,['Adam Melchor']
Adam Melchor,2014-08-28T06:30:00-0400,The Batcave,Montclair,NJ,US,"['Christopher Reyne', 'Liv Lombardi', 'Matt Smith', 'Left Or Right', 'Adam Melchor', 'Teresita Crumb']"
